feature,importances_mean
num__mileage_num,4823.044877671598
num__cylinders_num,599.4890133869823
num__condition,264.8915832474714
cat__make_chevrolet,257.12264625284627
num__year_num,233.14401675194972
num__fuel,205.45439941622644
cat__make_dodge,203.19487185893936
cat__make_ford,104.08687524682946
cat__make_subaru,92.75175247840556
cat__make_nissan,60.92487118264762
cat__make_tesla,48.524501455150585
cat__make_land rover,37.6297106334106
cat__make_jaguar,37.2303215074096
num__transmission,32.421343967067514
cat__make_bmw,11.339163180334344
cat__make_hyundai,6.626618882322828
cat__make_chrysler,4.5892552673844875
cat__make_audi,0.7402211860565785
cat__make_volkswagen,0.563597826151863
cat__make_gmc,0.5091768920113736
cat__make_volvo,0.13523207001485388
cat__make_chevy,0.0
cat__make_amc,0.0
cat__make_saab,0.0
cat__make_hummer,0.0
cat__make_freightliner,0.0
cat__make_honda,0.0
cat__make_acura,0.0
cat__make_buick,0.0
cat__make_cadillac,0.0
cat__make_fiat,0.0
cat__make_kia,0.0
cat__make_lincoln,0.0
cat__make_maserati,0.0
cat__make_hyundia,0.0
cat__make_infiniti,0.0
cat__make_international,0.0
cat__make_jeep,0.0
cat__make_hyandia,0.0
cat__make_suzuki,0.0
cat__make_ram,0.0
cat__make_pontiac,0.0
cat__make_mercedes benz,0.0
cat__make_mercedes,0.0
cat__make_mercedez-benz,0.0
cat__make_mini-t,0.0
cat__make_mercury,0.0
cat__make_vw,0.0
cat__make_scion,0.0
cat__make_toyota,0.0
cat__make_mitsubishi,0.0
cat__make_lexus,-0.09925596231628334
cat__make_mazda,-0.11441497827722742
cat__make_mercedes-benz,-1.2772432749982727
num__title_status,-2.1965122040283402
