feature,importances_mean
num__mileage_num,3571.3161638519146
num__cylinders_num,354.08049359179233
cat__make_chevrolet,239.9223734870539
num__year_num,236.00699139509555
num__condition,189.67030381187556
cat__make_dodge,118.16099911417032
cat__make_chrysler,80.70217270965477
cat__make_nissan,72.01029932019196
cat__make_subaru,63.10050928320611
cat__make_land rover,55.99614864420678
cat__make_ford,39.520449714248755
cat__make_jaguar,27.935075354053833
cat__make_volkswagen,16.65594525159063
num__fuel,16.600537377538423
cat__make_jeep,9.911529329935956
cat__make_bmw,7.22051338617498
cat__make_lexus,4.17896217171774
cat__make_hyundai,3.9902430785676644
num__title_status,2.5137390989112647
cat__make_ram,1.3836326428019674
cat__make_mercedes-benz,0.9055359273626891
cat__make_audi,0.8797668998667632
num__transmission,0.42056316985676856
cat__make_tesla,0.331180790524013
cat__make_chevy,0.0
cat__make_cadillac,0.0
cat__make_buick,0.0
cat__make_acura,0.0
cat__make_kia,0.0
cat__make_international,0.0
cat__make_honda,0.0
cat__make_fiat,0.0
cat__make_saab,0.0
cat__make_mercedes,0.0
cat__make_lincoln,0.0
cat__make_mazda,0.0
cat__make_infiniti,0.0
cat__make_hummer,0.0
cat__make_mitsubishi,0.0
cat__make_mercedes benz,0.0
cat__make_suzuki,0.0
cat__make_pontiac,0.0
cat__make_mercury,0.0
cat__make_scion,0.0
cat__make_volvo,0.0
cat__make_toyota,0.0
cat__make_vw,0.0
cat__make_gmc,-0.9815568125775826
