feature,importances_mean
num__mileage_num,4674.21624964657
num__cylinders_num,426.1484627382609
num__year_num,261.35072790027067
cat__make_chevrolet,228.78923093552288
num__condition,212.92376605202404
cat__make_dodge,156.72683781383176
cat__make_land rover,74.05274381174158
num__fuel,72.309671666767
cat__make_subaru,69.94687698577096
cat__make_nissan,59.406617949203294
num__transmission,34.02643889055516
cat__make_ford,31.74111855555975
cat__make_bmw,29.65923299353208
cat__make_tesla,13.111195957609198
cat__make_chrysler,6.965686399873403
cat__make_hyundai,6.46352137128738
cat__make_jeep,5.025945861647779
cat__make_cadillac,3.4244098349284284
cat__make_mazda,2.9798585750433175
cat__make_mercedes-benz,1.1933898286786189
cat__make_audi,0.9161091410262543
cat__make_buick,0.3633674138047809
cat__make_saturn,0.0
cat__make_saab,0.0
cat__make_freightliner,0.0
cat__make_honda,0.0
cat__make_chevy,0.0
cat__make_acura,0.0
cat__make_amc,0.0
cat__make_fiat,0.0
cat__make_mercedes benz,0.0
cat__make_kia,0.0
cat__make_maserati,0.0
cat__make_lincoln,0.0
cat__make_mercedez-benz,0.0
cat__make_infiniti,0.0
cat__make_international,0.0
cat__make_hummer,0.0
cat__make_toyota,0.0
cat__make_volvo,0.0
cat__make_mercedes,0.0
cat__make_mercury,0.0
cat__make_pontiac,0.0
cat__make_ram,0.0
cat__make_mini,0.0
cat__make_mitsubishi,0.0
cat__make_vw,0.0
cat__make_suzuki,0.0
cat__make_scion,0.0
cat__make_volkswagen,-0.1659498923540923
cat__make_gmc,-0.9622052514444931
cat__make_lexus,-2.50401203571023
num__title_status,-10.365423276353386
cat__make_jaguar,-73.74351942666617
