feature,importances_mean
num__mileage_num,4992.626448477446
num__cylinders_num,402.72112534558283
num__condition,247.59034677579567
cat__make_chevrolet,247.24437824913147
num__year_num,207.67475209628205
cat__make_dodge,120.53151411797853
num__fuel,117.3420662118021
cat__make_chrysler,97.26065692688863
cat__make_subaru,93.44172392535793
cat__make_land rover,77.11599387689148
cat__make_nissan,44.27509005864586
cat__make_lexus,17.777360124913002
cat__make_jeep,17.11545127714853
cat__make_ford,11.43989622595609
cat__make_jaguar,8.307352290439713
cat__make_bmw,7.565149969950016
cat__make_hyundai,4.385973783082363
cat__make_tesla,3.205414753190598
cat__make_volvo,2.4858346736875774
cat__make_audi,1.991382804959676
cat__make_volkswagen,1.605979586595322
cat__make_mercedes-benz,0.3410584109861247
cat__make_buick,0.006559358554659412
cat__make_cadillac,0.0
cat__make_acura,0.0
cat__make_saab,0.0
cat__make_mercedes,0.0
cat__make_fiat,0.0
cat__make_chevy,0.0
cat__make_lincoln,0.0
cat__make_international,0.0
cat__make_infiniti,0.0
cat__make_honda,0.0
cat__make_suzuki,0.0
cat__make_ram,0.0
cat__make_maserati,0.0
cat__make_mazda,0.0
cat__make_kia,0.0
cat__make_hummer,0.0
cat__make_mercury,0.0
cat__make_mercedes benz,0.0
cat__make_toyota,0.0
cat__make_scion,0.0
cat__make_pontiac,0.0
cat__make_mitsubishi,0.0
cat__make_vw,0.0
cat__make_gmc,-0.3778580939546828
num__transmission,-2.2670555864442123
num__title_status,-9.829252765352749
