feature,importances_mean
num__mileage_num,4004.7406510674714
num__cylinders_num,425.97858169620866
num__year_num,288.13343990460123
cat__make_chevrolet,252.60705774753518
num__condition,211.27230195545388
cat__make_chrysler,131.50766378646554
cat__make_dodge,124.4800627151557
cat__make_land rover,103.03828146782749
cat__make_subaru,96.70089024988201
cat__make_nissan,89.92872705702189
num__fuel,87.46050207616659
cat__make_jeep,21.12796961445042
cat__make_bmw,17.459776790670823
num__transmission,17.181324450346164
cat__make_ford,13.334652241471167
cat__make_audi,11.18638138494648
cat__make_hyundai,4.803100236074533
cat__make_volkswagen,2.7760973484103943
cat__make_gmc,2.1533107116119483
cat__make_tesla,1.936935174356222
cat__make_cadillac,0.5015824116156636
cat__make_lexus,0.4162982327443842
cat__make_mercedes-benz,0.3555402613051683
cat__make_acura,0.0
cat__make_buick,0.0
cat__make_chevy,0.0
cat__make_mercedes benz,0.0
cat__make_fiat,0.0
cat__make_kia,0.0
cat__make_international,0.0
cat__make_jaguar,0.0
cat__make_infiniti,0.0
cat__make_hummer,0.0
cat__make_honda,0.0
cat__make_suzuki,0.0
cat__make_mercedes,0.0
cat__make_mazda,0.0
cat__make_maserati,0.0
cat__make_lincoln,0.0
cat__make_pontiac,0.0
cat__make_mercury,0.0
cat__make_mitsubishi,0.0
cat__make_volvo,0.0
cat__make_saturn,0.0
cat__make_saab,0.0
cat__make_scion,0.0
cat__make_vw,0.0
cat__make_toyota,0.0
cat__make_ram,-0.6935021942829735
num__title_status,-4.438962590662595
