feature,importances_mean
num__mileage_num,4802.724397646923
num__cylinders_num,485.0193471241884
num__condition,249.210401833969
num__year_num,226.68937466203255
cat__make_dodge,150.03477415411567
num__fuel,120.76533684737028
cat__make_subaru,106.26506245168676
cat__make_land rover,83.9636717992742
cat__make_chevrolet,80.37924198694569
cat__make_nissan,43.938501787938364
cat__make_ford,31.926983589909742
num__transmission,24.647866993863225
cat__make_bmw,16.574326537705154
cat__make_gmc,14.694750412471194
cat__make_volkswagen,14.667069788352956
cat__make_hyundai,11.176197515013019
cat__make_jeep,10.643017426767255
cat__make_tesla,8.294237766238803
cat__make_chrysler,4.172699506302024
cat__make_lexus,2.6853097583560612
cat__make_jaguar,1.3543255662247702
cat__make_audi,1.128029219928885
cat__make_cadillac,0.23921036622259634
cat__make_acura,0.0
cat__make_amc,0.0
cat__make_chevy,0.0
cat__make_fiat,0.0
cat__make_mercedes,0.0
cat__make_mazda,0.0
cat__make_honda,0.0
cat__make_kia,0.0
cat__make_international,0.0
cat__make_infiniti,0.0
cat__make_hummer,0.0
cat__make_freightliner,0.0
cat__make_suzuki,0.0
cat__make_toyota,0.0
cat__make_maserati,0.0
cat__make_lincoln,0.0
cat__make_saab,0.0
cat__make_mercedes benz,0.0
cat__make_mitsubishi,0.0
cat__make_mercury,0.0
cat__make_volvo,0.0
cat__make_vw,0.0
cat__make_pontiac,0.0
cat__make_scion,0.0
cat__make_ram,-0.003714931327112936
cat__make_buick,-0.03497406670726377
cat__make_mercedes-benz,-3.1545124882585243
num__title_status,-7.3891563380046135
