feature,importances_mean
num__mileage_num,3028.7367050555426
num__cylinders_num,541.2235542100674
num__condition,509.99848948213787
num__year_num,257.6493907640677
num__fuel,211.87737671132453
cat__make_dodge,147.12155159815438
cat__make_land rover,69.600632091123
cat__make_nissan,32.64080301570766
cat__make_subaru,32.04351225791474
cat__make_bmw,30.45751076784554
cat__make_tesla,9.418163625967054
cat__make_volkswagen,6.7329820405926055
cat__make_jeep,3.2921743184156185
cat__make_ford,1.7319045357492997
cat__make_mercedes-benz,1.536816207159427
cat__make_ram,0.4908159701876684
cat__make_hummer,0.0
cat__make_honda,0.0
cat__make_acura,0.0
cat__make_chevy,0.0
cat__make_cadillac,0.0
cat__make_amc,0.0
cat__make_buick,0.0
cat__make_saturn,0.0
cat__make_saab,0.0
cat__make_mercedes,0.0
cat__make_mercedez-benz,0.0
cat__make_maserati,0.0
cat__make_chrysler,0.0
cat__make_fiat,0.0
cat__make_hyandia,0.0
cat__make_mercedes benz,0.0
cat__make_lincoln,0.0
cat__make_mazda,0.0
cat__make_infiniti,0.0
cat__make_jaguar,0.0
cat__make_international,0.0
cat__make_kia,0.0
cat__make_infinity,0.0
cat__make_suzuki,0.0
cat__make_toyota,0.0
cat__make_pontiac,0.0
cat__make_scion,0.0
cat__make_vw,0.0
cat__make_mitsubishi,0.0
cat__make_mini,0.0
cat__make_mercury,0.0
num__title_status,-0.02552550181890183
cat__make_volvo,-0.22115263022842555
cat__make_hyundai,-1.4554421588435162
cat__make_lexus,-1.5886300423054762
cat__make_audi,-1.8108672138357633
cat__make_gmc,-2.633473626542036
num__transmission,-5.9745053885978905
cat__make_chevrolet,-26.514792491640083
