feature,importances_mean
num__mileage_num,3769.5442025926263
num__cylinders_num,372.61292870940923
num__year_num,276.2771795579907
num__condition,177.77245345168754
cat__make_chevrolet,162.56965353103746
cat__make_dodge,147.82525704736355
cat__make_land rover,82.11290876410958
num__fuel,64.66081657501664
cat__make_nissan,63.063366601008056
cat__make_subaru,52.612646734859844
cat__make_chrysler,50.887757977650836
cat__make_ford,22.2453161252859
cat__make_jaguar,15.037259809340503
cat__make_audi,11.304140321061414
cat__make_bmw,11.153451875215888
num__transmission,8.117420843280433
cat__make_jeep,7.0079957693923465
cat__make_lexus,5.537453936274415
cat__make_volkswagen,2.0730780541091915
cat__make_mercedes-benz,1.9343447575851314
num__title_status,1.6237014890747106
cat__make_tesla,1.4150353770506172
cat__make_buick,0.0
cat__make_acura,0.0
cat__make_chevy,0.0
cat__make_cadillac,0.0
cat__make_infiniti,0.0
cat__make_lincoln,0.0
cat__make_kia,0.0
cat__make_fiat,0.0
cat__make_honda,0.0
cat__make_hummer,0.0
cat__make_saab,0.0
cat__make_ram,0.0
cat__make_mercedes,0.0
cat__make_mazda,0.0
cat__make_international,0.0
cat__make_mitsubishi,0.0
cat__make_mercury,0.0
cat__make_mercedes benz,0.0
cat__make_suzuki,0.0
cat__make_toyota,0.0
cat__make_pontiac,0.0
cat__make_scion,0.0
cat__make_volvo,0.0
cat__make_vw,0.0
cat__make_hyundai,-0.8808523311074168
cat__make_gmc,-2.1071444081810116
