feature,importances_mean
num__mileage_num,1852.570200659123
num__year_num,276.9472608384311
num__cylinders_num,219.81862444361724
cat__make_land rover,209.33508127680406
cat__make_ford,144.2529122584179
cat__make_dodge,128.91855262161883
num__condition,96.61759485373075
cat__make_nissan,77.40930577902608
cat__make_chevrolet,74.97746497572025
cat__make_lexus,26.450892689974058
num__transmission,11.162456895349418
cat__make_bmw,10.045931685913615
cat__make_subaru,6.279078884349883
cat__make_chrysler,3.2292797903867267
cat__make_audi,2.188660282723754
cat__make_volkswagen,0.8303469789437031
cat__make_fiat,0.0
cat__make_acura,0.0
cat__make_bedrock,0.0
cat__make_hummer,0.0
cat__make_freightliner,0.0
cat__make_gmc,0.0
cat__make_amc,0.0
num__title_status,0.0
cat__make_cadillac,0.0
cat__make_chevy,0.0
cat__make_buick,0.0
cat__make_saturn,0.0
cat__make_mini,0.0
cat__make_hyandia,0.0
cat__make_hyundia,0.0
cat__make_honda,0.0
cat__make_jeep,0.0
cat__make_infiniti,0.0
cat__make_international,0.0
cat__make_maserati,0.0
cat__make_mazda,0.0
cat__make_mercedes,0.0
cat__make_mercedes benz,0.0
cat__make_mercedez-benz,0.0
cat__make_jaguar,0.0
cat__make_kia,0.0
cat__make_lincoln,0.0
cat__make_tesla,0.0
cat__make_saab,0.0
cat__make_mercury,0.0
cat__make_mini-t,0.0
cat__make_porsche,0.0
cat__make_ram,0.0
cat__make_mitsubishi,0.0
cat__make_pontiac,0.0
cat__make_volvo,0.0
cat__make_toyota,0.0
cat__make_suzuki,0.0
cat__make_scion,0.0
cat__make_vw,0.0
cat__make_hyundai,-0.601306322567666
cat__make_mercedes-benz,-1.9723977692799282
num__fuel,-230.44002691889168
