feature,importances_mean
num__mileage_num,4866.60375182267
num__year_num,401.478853953248
num__cylinders_num,391.0267804760504
num__condition,291.38015376002994
cat__make_chevrolet,255.1410165719364
cat__make_dodge,190.10741151977578
num__fuel,137.4256056794865
cat__make_subaru,60.51876991554222
cat__make_land rover,59.88182509474704
cat__make_nissan,44.288585583885286
cat__make_ford,31.20907464896941
num__transmission,29.177930784188494
cat__make_hyundai,24.159553463353678
cat__make_jaguar,24.10137576318225
cat__make_bmw,16.118402555722515
cat__make_chrysler,4.025039241779268
num__title_status,2.0623717727949042
cat__make_volkswagen,1.9640746001867229
cat__make_gmc,0.6802137333672362
cat__make_lexus,0.40898481900371736
cat__make_volvo,0.0
cat__make_mercedes benz,0.0
cat__make_freightliner,0.0
cat__make_fiat,0.0
cat__make_acura,0.0
cat__make_amc,0.0
cat__make_cadillac,0.0
cat__make_chevy,0.0
cat__make_maserati,0.0
cat__make_international,0.0
cat__make_kia,0.0
cat__make_lincoln,0.0
cat__make_mercedes,0.0
cat__make_infiniti,0.0
cat__make_hummer,0.0
cat__make_honda,0.0
cat__make_vw,0.0
cat__make_saab,0.0
cat__make_mazda,0.0
cat__make_mercury,0.0
cat__make_ram,0.0
cat__make_pontiac,0.0
cat__make_mitsubishi,0.0
cat__make_mini,0.0
cat__make_toyota,0.0
cat__make_scion,0.0
cat__make_suzuki,0.0
cat__make_audi,-0.6431789690448113
cat__make_buick,-0.6691778907285879
cat__make_tesla,-2.467065219163351
cat__make_mercedes-benz,-2.8156196785231713
cat__make_jeep,-19.8562144374132
