feature,importances_mean
num__mileage_num,4995.144144718691
num__cylinders_num,407.12712999993516
num__condition,283.1121796420216
num__year_num,236.55724809147665
cat__make_dodge,154.76500110657358
cat__make_chevrolet,149.7922502550079
num__fuel,120.73523020280246
cat__make_subaru,81.07385261658014
cat__make_land rover,65.04577446437311
cat__make_nissan,55.586631625587096
cat__make_ford,32.343406084979414
cat__make_bmw,18.486364935541086
cat__make_tesla,13.898699835806838
num__transmission,9.145720947636255
cat__make_audi,4.052111331517335
cat__make_jaguar,3.909249454324754
cat__make_chrysler,3.5037354066932496
num__title_status,1.227110919365441
cat__make_gmc,0.45401532788055193
cat__make_mercedes-benz,0.2590048513144211
cat__make_ram,0.11582868980003695
cat__make_saab,0.0
cat__make_fiat,0.0
cat__make_amc,0.0
cat__make_acura,0.0
cat__make_chevy,0.0
cat__make_cadillac,0.0
cat__make_mazda,0.0
cat__make_kia,0.0
cat__make_maserati,0.0
cat__make_honda,0.0
cat__make_hummer,0.0
cat__make_infiniti,0.0
cat__make_international,0.0
cat__make_freightliner,0.0
cat__make_toyota,0.0
cat__make_pontiac,0.0
cat__make_scion,0.0
cat__make_mercedes,0.0
cat__make_lincoln,0.0
cat__make_mercury,0.0
cat__make_mitsubishi,0.0
cat__make_mercedes benz,0.0
cat__make_vw,0.0
cat__make_volvo,0.0
cat__make_suzuki,0.0
cat__make_buick,-0.8758168903574187
cat__make_volkswagen,-2.6289926052591
cat__make_lexus,-3.7895777502897543
cat__make_hyundai,-3.8019216177349335
cat__make_jeep,-4.309481070770971
