feature,importances_mean
num__mileage_num,4544.503531779138
num__cylinders_num,435.43415685744657
num__year_num,292.69675406797114
num__condition,249.7598701726086
cat__make_chevrolet,120.99693030949547
cat__make_dodge,117.51733592685551
num__fuel,92.02945663453534
cat__make_land rover,86.76911877019697
cat__make_chrysler,67.56756960018897
cat__make_subaru,66.35854718282776
cat__make_nissan,61.753377074824265
cat__make_ford,45.106624540085384
num__transmission,27.230947722652218
cat__make_bmw,24.090505765044554
cat__make_jeep,22.9732776680205
cat__make_lexus,11.78736450386873
cat__make_jaguar,10.489119969062813
cat__make_hyundai,8.788165852285875
cat__make_volkswagen,2.1221118436262714
cat__make_audi,0.8225634358146635
cat__make_gmc,0.5540440994418077
cat__make_mercedes-benz,0.08382852056306547
cat__make_acura,0.0
cat__make_chevy,0.0
cat__make_cadillac,0.0
cat__make_buick,0.0
cat__make_mercedes benz,0.0
cat__make_fiat,0.0
cat__make_kia,0.0
cat__make_lincoln,0.0
cat__make_infiniti,0.0
cat__make_international,0.0
cat__make_hummer,0.0
cat__make_honda,0.0
cat__make_tesla,0.0
cat__make_mercedes,0.0
cat__make_mazda,0.0
cat__make_maserati,0.0
cat__make_pontiac,0.0
cat__make_ram,0.0
cat__make_mercury,0.0
cat__make_mitsubishi,0.0
cat__make_vw,0.0
cat__make_saab,0.0
cat__make_suzuki,0.0
cat__make_scion,0.0
cat__make_toyota,0.0
cat__make_volvo,-0.03579967254149778
cat__make_saturn,-0.12100123918075952
num__title_status,-3.2939868862677484
