feature,importances_mean
num__mileage_num,2076.538200937018
num__year_num,295.51621988874933
num__condition,186.81690355237978
cat__make_chevrolet,116.02522505103101
num__title_status,7.201366368335402
cat__make_bmw,1.74710804299325
cat__make_lexus,1.1453943031275684
cat__make_acura,1.145394303119383
cat__make_nissan,0.1501953586392574
num__fuel,5.6843418860808015e-12
cat__make_infiniti,4.411049303598702e-12
cat__make_mercedes-benz,4.229150363244117e-12
cat__make_mitsubishi,4.092726157978177e-12
cat__make_volkswagen,1.3642420526593924e-12
cat__make_tesla,6.366462912410497e-13
cat__make_mazda,6.366462912410497e-13
cat__make_mini,4.547473508864641e-13
cat__make_audi,4.092726157978177e-13
cat__make_freightliner,0.0
cat__make_buick,0.0
cat__make_fiat,0.0
cat__make_suzuki,0.0
cat__make_scion,0.0
cat__make_mercedez-benz,0.0
cat__make_mercury,0.0
cat__make_lincoln,0.0
cat__make_hummer,0.0
cat__make_international,0.0
cat__make_mercedes,0.0
cat__make_amc,0.0
cat__make_mercedes benz,0.0
cat__make_pontiac,0.0
cat__make_maserati,0.0
cat__make_cadillac,-1.8189894035458566e-13
cat__make_jaguar,-1.318767317570746e-12
cat__make_chrysler,-1.2732925824820995e-11
cat__make_ram,-1.77351466845721e-11
cat__make_chevy,-0.5095515578606864
cat__make_saab,-0.5095515578645518
cat__make_ford,-0.8412180526097928
cat__make_land rover,-1.0532321211101134
cat__make_vw,-1.0532321211101134
cat__make_volvo,-1.1112652977391009
cat__make_gmc,-2.352507585979083
cat__make_toyota,-2.3525075859865865
cat__make_kia,-4.161334608727202
cat__make_subaru,-4.766734151714263
cat__make_honda,-5.628270302563396
cat__make_jeep,-7.567074315824766
cat__make_hyundai,-8.712468618941784
cat__make_dodge,-11.232636433898914
num__cylinders_num,-15.899922542736704
num__transmission,-103.69339062212399
