feature,importances_mean
num__mileage_num,4332.711226488147
num__cylinders_num,459.45181846688536
num__condition,300.11684672530805
num__year_num,222.0023517869668
cat__make_chevrolet,129.5877580927478
cat__make_land rover,109.85657893047092
cat__make_subaru,105.785970573947
num__fuel,102.72171140649061
cat__make_dodge,88.43586277228314
cat__make_chrysler,67.16542385723565
cat__make_nissan,60.062979370472114
cat__make_ford,52.792156715172084
cat__make_hyundai,20.934682266318806
cat__make_jeep,19.24183611028452
num__transmission,14.076957033952521
cat__make_bmw,10.177444821702966
cat__make_lexus,3.748844460908913
cat__make_ram,2.4192725715614416
cat__make_tesla,1.655475813850353
cat__make_volvo,1.5930243043040264
cat__make_audi,1.5412542417658641
cat__make_gmc,0.6313523142355735
cat__make_volkswagen,0.35178091414959456
cat__make_chevy,0.0
cat__make_acura,0.0
cat__make_buick,0.0
cat__make_suzuki,0.0
cat__make_fiat,0.0
cat__make_cadillac,0.0
cat__make_international,0.0
cat__make_maserati,0.0
cat__make_infiniti,0.0
cat__make_hummer,0.0
cat__make_honda,0.0
cat__make_toyota,0.0
cat__make_mercedes benz,0.0
cat__make_mazda,0.0
cat__make_mercedes,0.0
cat__make_lincoln,0.0
cat__make_kia,0.0
cat__make_mitsubishi,0.0
cat__make_mercury,0.0
cat__make_vw,0.0
cat__make_saturn,0.0
cat__make_pontiac,0.0
cat__make_saab,0.0
cat__make_scion,0.0
cat__make_jaguar,-0.6704937801197502
num__title_status,-0.9917647289033994
cat__make_mercedes-benz,-4.475463867763392
