feature,importances_mean
num__mileage_num,4387.678515026388
num__year_num,382.69230817511476
num__cylinders_num,287.5845610827576
num__condition,169.45839128117905
cat__make_chrysler,149.95388514235643
cat__make_subaru,108.69675553874181
cat__make_dodge,97.09810399029307
cat__make_chevrolet,68.86606700287834
cat__make_ford,46.44833199996983
cat__make_nissan,9.508822068169092
num__title_status,5.765333119073693
cat__make_volkswagen,2.4111163070072053
cat__make_mercedes-benz,1.0840228973690955
cat__make_hyundai,0.5158151657677535
cat__make_volvo,0.3329765839670017
num__fuel,0.0
cat__make_audi,0.0
cat__make_hyandia,0.0
cat__make_fiat,0.0
cat__make_gmc,0.0
cat__make_acura,0.0
cat__make_honda,0.0
cat__make_cadillac,0.0
cat__make_chevy,0.0
cat__make_buick,0.0
cat__make_tesla,0.0
cat__make_mercury,0.0
cat__make_hummer,0.0
cat__make_hyundia,0.0
cat__make_freightliner,0.0
cat__make_infiniti,0.0
cat__make_international,0.0
cat__make_infinity,0.0
cat__make_mercedes,0.0
cat__make_lincoln,0.0
cat__make_mazda,0.0
cat__make_maserati,0.0
cat__make_jeep,0.0
cat__make_kia,0.0
cat__make_land rover,0.0
cat__make_jaguar,0.0
cat__make_toyota,0.0
cat__make_saturn,0.0
cat__make_mercedes benz,0.0
cat__make_mercedez-benz,0.0
cat__make_porsche,0.0
cat__make_mini,0.0
cat__make_mitsubishi,0.0
cat__make_pontiac,0.0
cat__make_vw,0.0
cat__make_suzuki,0.0
cat__make_saab,0.0
cat__make_scion,0.0
cat__make_ram,-0.46268360201152064
cat__make_lexus,-4.304876873937201
cat__make_bmw,-55.06007103332231
num__transmission,-90.41082690227627
