feature,importances_mean
num__mileage_num,11629.530285531839
num__cylinders_num,888.0958142531903
cat__make_chevrolet,751.1313001546514
num__year_num,472.4736805214787
num__condition,287.9083397432918
cat__make_nissan,243.45843149072715
cat__make_bmw,62.815812133235795
cat__make_ford,49.55208156704184
cat__make_dodge,39.68817337232267
num__transmission,36.248244599177085
cat__make_subaru,28.549970381482535
cat__make_lexus,4.5200462670341945
num__title_status,3.674219903473477
cat__make_volkswagen,1.6152853825229159
cat__make_audi,0.0
cat__make_amc,0.0
cat__make_acura,0.0
num__fuel,0.0
cat__make_chrysler,0.0
cat__make_fiat,0.0
cat__make_freightliner,0.0
cat__make_gmc,0.0
cat__make_cadillac,0.0
cat__make_buick,0.0
cat__make_chevy,0.0
cat__make_bedrock,0.0
cat__make_mercedez-benz,0.0
cat__make_hyandia,0.0
cat__make_hummer,0.0
cat__make_honda,0.0
cat__make_jaguar,0.0
cat__make_hyundia,0.0
cat__make_infinity,0.0
cat__make_infiniti,0.0
cat__make_land rover,0.0
cat__make_lincoln,0.0
cat__make_maserati,0.0
cat__make_mazda,0.0
cat__make_mercedes,0.0
cat__make_jeep,0.0
cat__make_kia,0.0
cat__make_international,0.0
cat__make_tesla,0.0
cat__make_mercedes-benz,0.0
cat__make_mercedes benz,0.0
cat__make_mercury,0.0
cat__make_pontiac,0.0
cat__make_saab,0.0
cat__make_mini,0.0
cat__make_mitsubishi,0.0
cat__make_volvo,0.0
cat__make_saturn,0.0
cat__make_suzuki,0.0
cat__make_scion,0.0
cat__make_vw,0.0
cat__make_toyota,0.0
cat__make_ram,-0.0066252101073587255
cat__make_hyundai,-8.156383029675272
