feature,importances_mean
num__mileage_num,6382.846684212541
num__cylinders_num,555.770302109566
num__year_num,338.1220244832742
cat__make_chevrolet,272.0536389301357
num__condition,251.50059229083564
num__fuel,168.1831718505172
cat__make_dodge,166.73979687591873
cat__make_ford,62.70301634469524
cat__make_subaru,61.92530074479255
cat__make_land rover,52.02624261207861
cat__make_tesla,27.540063887048518
cat__make_nissan,27.259328617746952
cat__make_chrysler,15.247431394550949
cat__make_bmw,14.7302394325955
cat__make_lexus,6.389285618452504
cat__make_jaguar,4.546728118760939
cat__make_hyundai,4.502180310720314
cat__make_volvo,0.372371543416466
num__title_status,0.10967224909209108
cat__make_acura,0.0
cat__make_honda,0.0
cat__make_buick,0.0
cat__make_cadillac,0.0
cat__make_amc,0.0
cat__make_saturn,0.0
cat__make_mercedez-benz,0.0
cat__make_mercedes benz,0.0
cat__make_hummer,0.0
cat__make_freightliner,0.0
cat__make_fiat,0.0
cat__make_chevy,0.0
cat__make_hyandia,0.0
cat__make_kia,0.0
cat__make_lincoln,0.0
cat__make_maserati,0.0
cat__make_mazda,0.0
cat__make_international,0.0
cat__make_infiniti,0.0
cat__make_jeep,0.0
cat__make_hyundia,0.0
cat__make_suzuki,0.0
cat__make_saab,0.0
cat__make_ram,0.0
cat__make_mercedes,0.0
cat__make_pontiac,0.0
cat__make_mercury,0.0
cat__make_mini,0.0
cat__make_mitsubishi,0.0
cat__make_vw,0.0
cat__make_toyota,0.0
cat__make_scion,0.0
cat__make_volkswagen,-0.42725213435473963
cat__make_mercedes-benz,-0.7893662874518668
cat__make_gmc,-1.468311084208608
cat__make_audi,-1.7960334643833449
num__transmission,-30.402871183320393
