feature,importances_mean
num__mileage_num,4943.643860877184
num__cylinders_num,422.4638808126706
num__year_num,258.22268690200633
cat__make_chevrolet,224.7792407982907
num__condition,222.01381085623558
num__fuel,149.38080861449447
cat__make_dodge,142.73632998469552
cat__make_land rover,90.05916303120607
cat__make_subaru,81.48180869464927
cat__make_chrysler,72.02011417473277
cat__make_nissan,61.45488195645712
cat__make_ford,45.71913059775598
cat__make_jeep,15.933771160189735
cat__make_bmw,9.599742736008693
cat__make_jaguar,8.360570414915127
cat__make_lexus,6.1798364909635435
cat__make_hyundai,3.172863814411721
cat__make_mercedes-benz,2.924534774989752
cat__make_audi,2.4198865959774594
cat__make_volkswagen,2.2057136930634442
cat__make_ram,1.8282835633369814
cat__make_tesla,1.296984460720023
cat__make_buick,0.11437875498763787
cat__make_cadillac,0.0
cat__make_acura,0.0
cat__make_saab,0.0
cat__make_mercedes,0.0
cat__make_fiat,0.0
cat__make_chevy,0.0
cat__make_lincoln,0.0
cat__make_international,0.0
cat__make_infiniti,0.0
cat__make_honda,0.0
cat__make_suzuki,0.0
cat__make_pontiac,0.0
cat__make_maserati,0.0
cat__make_mazda,0.0
cat__make_kia,0.0
cat__make_hummer,0.0
cat__make_mitsubishi,0.0
cat__make_mercedes benz,0.0
cat__make_vw,0.0
cat__make_toyota,0.0
cat__make_mercury,0.0
cat__make_scion,0.0
cat__make_gmc,-0.39255889143328204
cat__make_volvo,-2.0845872975643487
num__title_status,-2.493233247785247
num__transmission,-17.06873807843981
