feature,importances_mean
num__mileage_num,4971.599299153627
num__cylinders_num,500.3709419154702
num__condition,241.76633137819823
num__year_num,223.69731852461217
cat__make_dodge,149.73650753740267
num__fuel,125.7612018311955
cat__make_subaru,118.97222178905527
cat__make_chevrolet,94.7223308018713
cat__make_land rover,86.7779491240919
cat__make_nissan,47.42141139368319
cat__make_ford,29.46279779864558
cat__make_bmw,20.22019439740675
num__transmission,19.96418584230746
cat__make_volkswagen,16.507114438965164
cat__make_gmc,15.448747019396706
cat__make_chrysler,11.499580528530942
cat__make_hyundai,8.762314003786695
cat__make_jeep,7.810224524690284
cat__make_tesla,7.024873273378125
cat__make_lexus,3.255539565516119
cat__make_jaguar,3.215841231120476
cat__make_audi,2.2117130017075852
cat__make_ram,0.0010226062574474782
cat__make_acura,0.0
cat__make_amc,0.0
cat__make_chevy,0.0
cat__make_fiat,0.0
cat__make_mercedes,0.0
cat__make_mazda,0.0
cat__make_maserati,0.0
cat__make_honda,0.0
cat__make_international,0.0
cat__make_infiniti,0.0
cat__make_hummer,0.0
cat__make_freightliner,0.0
cat__make_suzuki,0.0
cat__make_saab,0.0
cat__make_mitsubishi,0.0
cat__make_lincoln,0.0
cat__make_kia,0.0
cat__make_pontiac,0.0
cat__make_mercedes benz,0.0
cat__make_mercury,0.0
cat__make_volvo,0.0
cat__make_toyota,0.0
cat__make_vw,0.0
cat__make_scion,0.0
cat__make_buick,-0.020411933184050213
cat__make_cadillac,-0.06306071310123115
cat__make_mercedes-benz,-3.084317214029761
num__title_status,-8.66994052551504
