feature,importances_mean
num__mileage_num,4955.700795264163
num__cylinders_num,454.63287540108706
num__year_num,316.6857597420872
cat__make_chevrolet,177.58315224502476
num__fuel,174.76312196756294
cat__make_dodge,168.05335026038983
num__condition,133.91694637180436
cat__make_ford,100.96511244378694
cat__make_land rover,96.63389684099761
cat__make_chrysler,68.43751484504719
cat__make_subaru,65.1790480244193
cat__make_nissan,57.54036430097208
cat__make_bmw,20.948529733183612
num__transmission,18.125957744895185
cat__make_jaguar,9.004430015936304
cat__make_lexus,7.602051625893182
cat__make_mercedes-benz,6.430692253186362
num__title_status,6.175525731320977
cat__make_tesla,4.417053800732629
cat__make_audi,2.9698118248732954
cat__make_hyundai,2.89557906836385
cat__make_gmc,1.7540950583309496
cat__make_volkswagen,1.6155208737243356
cat__make_acura,0.0
cat__make_chevy,0.0
cat__make_cadillac,0.0
cat__make_fiat,0.0
cat__make_saab,0.0
cat__make_freightliner,0.0
cat__make_kia,0.0
cat__make_infiniti,0.0
cat__make_international,0.0
cat__make_hummer,0.0
cat__make_hyandia,0.0
cat__make_honda,0.0
cat__make_suzuki,0.0
cat__make_mercedes,0.0
cat__make_maserati,0.0
cat__make_mazda,0.0
cat__make_lincoln,0.0
cat__make_mitsubishi,0.0
cat__make_mercury,0.0
cat__make_mercedes benz,0.0
cat__make_volvo,0.0
cat__make_ram,0.0
cat__make_pontiac,0.0
cat__make_scion,0.0
cat__make_vw,0.0
cat__make_toyota,0.0
cat__make_buick,-2.7417713397160695
cat__make_jeep,-6.11481395537503
