feature,importances_mean
num__mileage_num,4573.269347573
num__cylinders_num,660.5777746676283
num__condition,332.0094058126173
num__year_num,252.04878538340927
cat__make_chevrolet,222.66738413053776
cat__make_dodge,184.9127930421102
num__fuel,170.1372765569817
cat__make_ford,87.90624529961087
cat__make_nissan,81.63702740830544
cat__make_subaru,76.49727952691606
cat__make_land rover,47.49454036355005
cat__make_hyundai,20.638505644311454
cat__make_tesla,19.484649489978892
cat__make_gmc,10.939337648852415
num__transmission,10.112199786356587
cat__make_bmw,8.381413602527482
cat__make_chrysler,5.6759795413956455
cat__make_lexus,1.2927880185539835
cat__make_audi,0.9894847568150453
cat__make_mercedes-benz,0.7439306334673802
cat__make_volkswagen,0.7146777836891488
cat__make_chevy,0.0
cat__make_amc,0.0
cat__make_saab,0.0
cat__make_hummer,0.0
cat__make_freightliner,0.0
cat__make_honda,0.0
cat__make_acura,0.0
cat__make_buick,0.0
cat__make_cadillac,0.0
cat__make_fiat,0.0
cat__make_maserati,0.0
cat__make_kia,0.0
cat__make_jeep,0.0
cat__make_lincoln,0.0
cat__make_international,0.0
cat__make_hyandia,0.0
cat__make_hyundia,0.0
cat__make_infiniti,0.0
cat__make_suzuki,0.0
cat__make_mercedes benz,0.0
cat__make_mazda,0.0
cat__make_mercedes,0.0
cat__make_mitsubishi,0.0
cat__make_mercedez-benz,0.0
cat__make_mini-t,0.0
cat__make_mercury,0.0
cat__make_vw,0.0
cat__make_ram,0.0
cat__make_pontiac,0.0
cat__make_scion,0.0
cat__make_toyota,0.0
cat__make_volvo,-0.11716945148000377
cat__make_jaguar,-4.614771305944259
num__title_status,-7.600678429060963
