feature,importances_mean
num__mileage_num,3545.387889830741
num__year_num,504.46530221129035
num__condition,430.57759997381197
cat__make_jaguar,188.29240528790706
num__fuel,119.28734855147495
num__transmission,70.44147160594339
num__cylinders_num,43.28270655214428
num__title_status,35.42370956074733
cat__make_ford,25.014096180049272
cat__make_chrysler,23.54416506896796
cat__make_chevrolet,12.123655518223677
cat__make_bmw,0.0
cat__make_audi,0.0
cat__make_amc,0.0
cat__make_buick,0.0
cat__make_chevy,0.0
cat__make_cadillac,0.0
cat__make_dodge,0.0
cat__make_acura,0.0
cat__make_fiat,0.0
cat__make_freightliner,0.0
cat__make_honda,0.0
cat__make_gmc,0.0
cat__make_hummer,0.0
cat__make_hyundai,0.0
cat__make_infiniti,0.0
cat__make_international,0.0
cat__make_jeep,0.0
cat__make_kia,0.0
cat__make_land rover,0.0
cat__make_lexus,0.0
cat__make_lincoln,0.0
cat__make_maserati,0.0
cat__make_mazda,0.0
cat__make_mercedes,0.0
cat__make_mercedes benz,0.0
cat__make_mercedes-benz,0.0
cat__make_mercury,0.0
cat__make_mitsubishi,0.0
cat__make_nissan,0.0
cat__make_pontiac,0.0
cat__make_ram,0.0
cat__make_saab,0.0
cat__make_scion,0.0
cat__make_subaru,0.0
cat__make_suzuki,0.0
cat__make_tesla,0.0
cat__make_toyota,0.0
cat__make_volkswagen,0.0
cat__make_volvo,0.0
cat__make_vw,0.0
