feature,importances_mean
num__mileage_num,5006.63301970522
num__cylinders_num,462.1949002055388
num__year_num,267.9736689081763
num__condition,178.719442716684
cat__make_dodge,152.14627162063624
num__fuel,149.8744531546845
cat__make_chevrolet,143.41484495089122
cat__make_subaru,103.32675877948232
cat__make_ford,61.17533291716359
cat__make_land rover,57.54401469746595
cat__make_nissan,56.49116380783098
num__transmission,33.439805436249436
cat__make_bmw,18.942635753541072
cat__make_hyundai,10.833952095347286
cat__make_lexus,3.336384840046185
cat__make_gmc,1.4172758654272002
cat__make_volkswagen,0.2431111228494956
cat__make_fiat,0.0
cat__make_amc,0.0
cat__make_tesla,0.0
cat__make_toyota,0.0
cat__make_maserati,0.0
cat__make_mercedes benz,0.0
cat__make_cadillac,0.0
cat__make_acura,0.0
cat__make_chevy,0.0
cat__make_hummer,0.0
cat__make_mazda,0.0
cat__make_international,0.0
cat__make_kia,0.0
cat__make_lincoln,0.0
cat__make_mercedes,0.0
cat__make_infiniti,0.0
cat__make_honda,0.0
cat__make_freightliner,0.0
cat__make_volvo,0.0
cat__make_vw,0.0
cat__make_suzuki,0.0
cat__make_scion,0.0
cat__make_saab,0.0
cat__make_pontiac,0.0
cat__make_mitsubishi,0.0
cat__make_mercury,0.0
cat__make_ram,-0.0203981958040913
cat__make_audi,-0.5176802380427944
cat__make_buick,-0.5383680436997565
cat__make_chrysler,-2.3024438292550258
num__title_status,-2.7638900085929436
cat__make_mercedes-benz,-3.1295755631331756
cat__make_jeep,-12.925877523049076
cat__make_jaguar,-65.85903727667088
