feature,importances_mean
num__mileage_num,2066.402189442818
num__cylinders_num,320.6739866856171
num__year_num,129.48633922647633
cat__make_jaguar,115.36419974354621
cat__make_chrysler,76.87663748212154
cat__make_chevrolet,68.64780352013331
num__transmission,15.825155408118098
cat__make_bmw,2.9856881394119226
cat__make_cadillac,0.0
cat__make_buick,0.0
num__title_status,0.0
cat__make_audi,0.0
cat__make_chevy,0.0
cat__make_dodge,0.0
cat__make_fiat,0.0
cat__make_acura,0.0
cat__make_scion,0.0
cat__make_mercedes-benz,0.0
cat__make_honda,0.0
cat__make_gmc,0.0
cat__make_infiniti,0.0
cat__make_hyundai,0.0
cat__make_international,0.0
cat__make_hummer,0.0
cat__make_lexus,0.0
cat__make_jeep,0.0
cat__make_kia,0.0
cat__make_land rover,0.0
cat__make_mazda,0.0
cat__make_lincoln,0.0
cat__make_mercedes,0.0
cat__make_mercedes benz,0.0
cat__make_toyota,0.0
cat__make_subaru,0.0
cat__make_mercury,0.0
cat__make_mitsubishi,0.0
cat__make_nissan,0.0
cat__make_pontiac,0.0
cat__make_ram,0.0
cat__make_saab,0.0
cat__make_volvo,0.0
cat__make_volkswagen,0.0
cat__make_suzuki,0.0
cat__make_tesla,0.0
cat__make_vw,0.0
num__fuel,-1.6194467005925617
cat__make_ford,-69.65392845956448
num__condition,-149.4905695705621
