feature,importances_mean
num__mileage_num,3899.0440186304986
num__cylinders_num,559.0848335014609
num__year_num,218.93627375151755
cat__make_land rover,129.60087131047968
cat__make_chevrolet,129.54878434758484
cat__make_subaru,124.60251388546007
cat__make_ford,111.3354387287955
cat__make_dodge,107.81754243544579
cat__make_nissan,102.79756367924264
num__fuel,98.53822464784193
num__condition,97.43579464831605
cat__make_lexus,32.22197628067961
cat__make_audi,6.243951911578643
cat__make_chrysler,3.4952936093093285
cat__make_gmc,1.1709851775960942
cat__make_chevy,0.0
cat__make_buick,0.0
cat__make_cadillac,0.0
cat__make_freightliner,0.0
cat__make_fiat,0.0
cat__make_amc,0.0
cat__make_acura,0.0
cat__make_toyota,0.0
cat__make_scion,0.0
cat__make_mitsubishi,0.0
cat__make_honda,0.0
cat__make_kia,0.0
cat__make_jaguar,0.0
cat__make_international,0.0
cat__make_hummer,0.0
cat__make_mercedes,0.0
cat__make_mercedes benz,0.0
cat__make_maserati,0.0
cat__make_mazda,0.0
cat__make_mercedes-benz,0.0
cat__make_mercedez-benz,0.0
cat__make_lincoln,0.0
cat__make_infiniti,0.0
cat__make_vw,0.0
cat__make_volvo,0.0
cat__make_suzuki,0.0
cat__make_mercury,0.0
cat__make_porsche,0.0
cat__make_saab,0.0
cat__make_saturn,0.0
cat__make_pontiac,0.0
cat__make_tesla,0.0
cat__make_ram,-0.03949995649199991
cat__make_volkswagen,-0.10176805758401315
cat__make_bmw,-1.2865091556814605
num__title_status,-1.7827020163676024
cat__make_hyundai,-4.483680204792518
num__transmission,-7.777041142744065
cat__make_jeep,-32.548768171294434
