feature,importances_mean
num__mileage_num,5152.042265783063
num__cylinders_num,717.5434362023682
num__year_num,402.0253640714994
num__condition,400.8488576099836
cat__make_chevrolet,235.08779322619324
num__fuel,192.28309514597822
cat__make_chrysler,134.69278302733574
cat__make_subaru,131.98920915517118
cat__make_dodge,103.79419884033068
cat__make_ford,68.26908410009737
cat__make_land rover,50.32429519803486
cat__make_nissan,35.74726768254268
cat__make_hyundai,27.537963600570585
num__transmission,27.31554376721988
cat__make_bmw,21.121415297281647
cat__make_ram,17.110399822484034
cat__make_tesla,12.387324718473064
cat__make_lexus,7.807921236881157
cat__make_gmc,5.837044312099624
cat__make_volkswagen,2.378397834575071
cat__make_mercedes benz,0.5755611877912088
cat__make_mazda,0.23423112740097168
cat__make_fiat,0.0
cat__make_chevy,0.0
cat__make_amc,0.0
cat__make_acura,0.0
cat__make_saturn,0.0
cat__make_saab,0.0
cat__make_hyundia,0.0
cat__make_hyandia,0.0
cat__make_freightliner,0.0
cat__make_buick,0.0
cat__make_hummer,0.0
cat__make_honda,0.0
cat__make_cadillac,0.0
cat__make_mercedes,0.0
cat__make_maserati,0.0
cat__make_jeep,0.0
cat__make_kia,0.0
cat__make_international,0.0
cat__make_infiniti,0.0
cat__make_infinity,0.0
cat__make_suzuki,0.0
cat__make_toyota,0.0
cat__make_mercedez-benz,0.0
cat__make_mercury,0.0
cat__make_lincoln,0.0
cat__make_pontiac,0.0
cat__make_mitsubishi,0.0
cat__make_mini,0.0
cat__make_volvo,0.0
cat__make_vw,0.0
cat__make_porsche,0.0
cat__make_scion,0.0
cat__make_audi,-0.2561998732410757
num__title_status,-0.25862826219836277
cat__make_mercedes-benz,-0.9676857619693238
cat__make_jaguar,-114.80615875631216
