feature,importances_mean
num__mileage_num,3776.8097287271266
num__cylinders_num,369.97086430116155
num__year_num,197.9823132181786
num__condition,186.4636144789967
cat__make_chrysler,147.16046271290276
cat__make_dodge,139.00330940343102
cat__make_nissan,74.95787211308648
cat__make_ford,73.64839239942917
cat__make_land rover,62.50570126604716
cat__make_subaru,55.877830331340874
cat__make_chevrolet,37.579441427788105
cat__make_bmw,31.37931923492829
num__fuel,30.068595435246152
cat__make_jaguar,12.159122142227352
cat__make_audi,2.9145858198665793
cat__make_lexus,2.2188970017246903
cat__make_volkswagen,1.9558067818536984
cat__make_fiat,0.0
cat__make_chevy,0.0
cat__make_acura,0.0
cat__make_volvo,0.0
cat__make_saturn,0.0
cat__make_suzuki,0.0
cat__make_freightliner,0.0
cat__make_buick,0.0
cat__make_cadillac,0.0
cat__make_international,0.0
cat__make_honda,0.0
cat__make_maserati,0.0
cat__make_mercedes,0.0
cat__make_kia,0.0
cat__make_lincoln,0.0
cat__make_mercedes benz,0.0
cat__make_infiniti,0.0
cat__make_hyandia,0.0
cat__make_hummer,0.0
cat__make_vw,0.0
cat__make_toyota,0.0
cat__make_scion,0.0
cat__make_mercury,0.0
cat__make_saab,0.0
cat__make_ram,0.0
cat__make_mitsubishi,0.0
cat__make_pontiac,0.0
cat__make_mazda,-0.31143681870803447
cat__make_tesla,-0.34702375184256196
cat__make_mercedes-benz,-0.3927857455997582
num__title_status,-0.6974853842405082
cat__make_jeep,-3.0777044380280585
cat__make_hyundai,-5.180171546496877
cat__make_gmc,-10.88328548510467
num__transmission,-15.269946715775585
