feature,importances_mean
num__mileage_num,5272.067748223215
num__cylinders_num,443.03470066555894
num__year_num,246.69405381601533
num__condition,226.61633535881037
num__fuel,162.68431471208427
cat__make_chevrolet,160.63768883110333
cat__make_dodge,128.3506527505132
cat__make_land rover,91.25109178097073
cat__make_ford,77.9811038022453
cat__make_chrysler,55.91062116743992
cat__make_subaru,41.9888296758249
cat__make_bmw,38.718097976644955
cat__make_nissan,38.3662991038153
num__transmission,21.803218215719607
cat__make_tesla,17.3661837985715
cat__make_lexus,16.727505316348378
cat__make_jaguar,16.134464588217362
cat__make_audi,5.2407716099555275
cat__make_hyundai,4.107620787652695
cat__make_volkswagen,1.4750978587426289
cat__make_gmc,0.37933653069881074
cat__make_saab,0.0
cat__make_acura,0.0
cat__make_cadillac,0.0
cat__make_chevy,0.0
cat__make_fiat,0.0
cat__make_suzuki,0.0
cat__make_infiniti,0.0
cat__make_kia,0.0
cat__make_lincoln,0.0
cat__make_international,0.0
cat__make_honda,0.0
cat__make_hummer,0.0
cat__make_freightliner,0.0
cat__make_volvo,0.0
cat__make_toyota,0.0
cat__make_maserati,0.0
cat__make_mercedes,0.0
cat__make_ram,0.0
cat__make_mercedes benz,0.0
cat__make_mitsubishi,0.0
cat__make_mercury,0.0
cat__make_vw,0.0
cat__make_scion,0.0
cat__make_pontiac,0.0
cat__make_buick,-0.6948987444829072
cat__make_jeep,-1.8198572729314493
cat__make_mazda,-1.8697062828529396
cat__make_mercedes-benz,-2.713467536588996
num__title_status,-3.528773329536307
