feature,importances_mean
num__mileage_num,4281.303210484961
num__condition,346.0408444858981
num__cylinders_num,270.05326414185504
cat__make_ford,208.06237506640173
num__year_num,107.56725247470658
cat__make_nissan,102.46390583398825
cat__make_land rover,96.3848141578923
cat__make_subaru,34.18046599409881
cat__make_jaguar,12.464398171191169
cat__make_mercedes-benz,3.1323881441478987
cat__make_lexus,1.3692164339201554
cat__make_jeep,0.4824949611685952
cat__make_bmw,0.2667216983801609
cat__make_fiat,0.0
cat__make_gmc,0.0
num__fuel,0.0
cat__make_amc,0.0
num__title_status,0.0
cat__make_cadillac,0.0
cat__make_buick,0.0
cat__make_chevy,0.0
cat__make_acura,0.0
cat__make_saturn,0.0
cat__make_mercedes benz,0.0
cat__make_mercury,0.0
cat__make_honda,0.0
cat__make_chrysler,0.0
cat__make_dodge,0.0
cat__make_freightliner,0.0
cat__make_international,0.0
cat__make_maserati,0.0
cat__make_kia,0.0
cat__make_infiniti,0.0
cat__make_lincoln,0.0
cat__make_mercedes,0.0
cat__make_mazda,0.0
cat__make_hummer,0.0
cat__make_hyandia,0.0
cat__make_toyota,0.0
cat__make_scion,0.0
cat__make_suzuki,0.0
cat__make_mercedez-benz,0.0
cat__make_pontiac,0.0
cat__make_ram,0.0
cat__make_saab,0.0
cat__make_mitsubishi,0.0
cat__make_vw,0.0
cat__make_volkswagen,0.0
cat__make_tesla,0.0
cat__make_audi,-0.18647653787888885
cat__make_hyundai,-1.539422034522795
cat__make_volvo,-2.8901396346623187
num__transmission,-58.67933281265086
cat__make_chevrolet,-803.1702474691308
