feature,importances_mean
num__mileage_num,5434.997176161876
num__cylinders_num,1336.7218856897853
num__year_num,640.1885790156718
cat__make_chevrolet,587.5742184691203
num__condition,422.18613487805
num__transmission,133.83032352756658
cat__make_chevy,43.424540908636615
cat__make_honda,43.42454090861652
cat__make_lexus,28.94969393909505
cat__make_mercedes benz,28.949693939093912
cat__make_volvo,28.94969393909314
cat__make_dodge,28.949693939092093
cat__make_mazda,14.474846969553528
cat__make_subaru,14.474846969549436
cat__make_saab,14.474846969547206
cat__make_toyota,14.474846969546707
cat__make_ford,14.474846969546434
num__fuel,14.474846969546434
cat__make_hyundai,14.474846969544297
cat__make_chrysler,1.210992195410654e-10
cat__make_acura,3.2741809263825417e-12
cat__make_land rover,2.864908310584724e-12
cat__make_nissan,2.1827872842550277e-12
cat__make_bmw,1.3642420526593924e-12
cat__make_jeep,7.275957614183426e-13
cat__make_bedrock,0.0
cat__make_fiat,0.0
cat__make_audi,0.0
cat__make_saturn,0.0
cat__make_infiniti,0.0
cat__make_hyandia,0.0
cat__make_hyundia,0.0
cat__make_freightliner,0.0
cat__make_gmc,0.0
cat__make_buick,0.0
cat__make_hummer,0.0
cat__make_cadillac,0.0
cat__make_amc,0.0
cat__make_maserati,0.0
cat__make_lincoln,0.0
cat__make_mercedes-benz,0.0
cat__make_international,0.0
cat__make_jaguar,0.0
cat__make_infinity,0.0
cat__make_tesla,0.0
cat__make_mini,0.0
cat__make_mercedez-benz,0.0
cat__make_mercury,0.0
cat__make_mercedes,0.0
cat__make_pontiac,0.0
cat__make_mitsubishi,0.0
cat__make_mini-t,0.0
cat__make_volkswagen,0.0
cat__make_ram,0.0
cat__make_porsche,0.0
cat__make_scion,0.0
cat__make_vw,0.0
cat__make_suzuki,0.0
cat__make_kia,-3.1832314562052486e-13
num__title_status,-52.06376579861467
