feature,importances_mean
num__mileage_num,3425.917617688528
num__cylinders_num,370.94063421320715
num__year_num,211.06457168873084
cat__make_chevrolet,174.04699996174904
cat__make_dodge,125.0546920640666
cat__make_land rover,83.42899501488546
cat__make_subaru,73.22205796290173
cat__make_chrysler,66.62532819418979
num__condition,65.12075894223626
cat__make_nissan,64.83408825160276
num__fuel,34.68116893568472
cat__make_ford,32.68160835515628
cat__make_audi,16.999434554878416
cat__make_jaguar,7.6205667190112765
cat__make_bmw,4.814163716809162
num__transmission,4.326257152430389
cat__make_hyundai,3.1545928272957555
cat__make_lexus,1.1038970919767508
cat__make_volkswagen,0.7808635483120725
cat__make_tesla,0.21479844778605184
cat__make_jeep,0.18135379489067419
cat__make_mercedes-benz,0.17642798126803427
cat__make_acura,0.0
cat__make_cadillac,0.0
cat__make_saab,0.0
cat__make_chevy,0.0
cat__make_buick,0.0
cat__make_hummer,0.0
cat__make_kia,0.0
cat__make_international,0.0
cat__make_honda,0.0
cat__make_fiat,0.0
cat__make_suzuki,0.0
cat__make_ram,0.0
cat__make_lincoln,0.0
cat__make_mercedes,0.0
cat__make_infiniti,0.0
cat__make_mitsubishi,0.0
cat__make_mercury,0.0
cat__make_mercedes benz,0.0
cat__make_volvo,0.0
cat__make_toyota,0.0
cat__make_pontiac,0.0
cat__make_scion,0.0
cat__make_vw,0.0
cat__make_mazda,-0.01774136892372553
cat__make_gmc,-3.8783387594166014
num__title_status,-4.352224723841209
