feature,importances_mean
num__mileage_num,2403.9348481582183
num__year_num,212.16906382282212
cat__make_jaguar,181.3897354028527
cat__make_chevrolet,132.59019278869192
num__cylinders_num,76.64991289979162
cat__make_chrysler,65.06019629864586
num__condition,14.925927718152707
num__title_status,5.900076133300172
cat__make_gmc,3.966433090410919
cat__make_acura,0.0
cat__make_chevy,0.0
cat__make_bmw,0.0
cat__make_cadillac,0.0
cat__make_buick,0.0
cat__make_fiat,0.0
cat__make_honda,0.0
cat__make_audi,0.0
num__transmission,0.0
cat__make_mercedes benz,0.0
cat__make_mercedes-benz,0.0
cat__make_mercury,0.0
cat__make_freightliner,0.0
cat__make_hummer,0.0
cat__make_hyundai,0.0
cat__make_infiniti,0.0
cat__make_international,0.0
cat__make_jeep,0.0
cat__make_kia,0.0
cat__make_land rover,0.0
cat__make_lexus,0.0
cat__make_lincoln,0.0
cat__make_maserati,0.0
cat__make_mazda,0.0
cat__make_mercedes,0.0
cat__make_scion,0.0
cat__make_subaru,0.0
cat__make_suzuki,0.0
cat__make_mitsubishi,0.0
cat__make_nissan,0.0
cat__make_pontiac,0.0
cat__make_ram,0.0
cat__make_saab,0.0
cat__make_toyota,0.0
cat__make_volkswagen,0.0
cat__make_volvo,0.0
cat__make_tesla,0.0
cat__make_vw,0.0
cat__make_dodge,-0.511713738995877
cat__make_ford,-8.900327989423023
num__fuel,-18.225597655915955
