feature,importances_mean
num__mileage_num,4900.236325302552
num__cylinders_num,380.9649142690181
num__condition,250.4713899006935
num__year_num,217.83730601290046
cat__make_dodge,160.40901435807618
num__fuel,106.88985970744811
cat__make_chevrolet,105.45560218596293
cat__make_subaru,98.67706034165266
cat__make_land rover,88.16952246949731
cat__make_nissan,35.44325496797542
cat__make_ford,8.415603675514967
cat__make_tesla,7.444927506324939
cat__make_lexus,4.857032537347368
cat__make_chrysler,4.580352419159271
cat__make_hyundai,3.95239626208363
cat__make_mercedes-benz,1.1235457132484954
cat__make_gmc,0.2964519334080705
cat__make_bmw,0.20737857171911855
cat__make_acura,0.0
cat__make_saab,0.0
cat__make_ram,0.0
cat__make_scion,0.0
cat__make_maserati,0.0
cat__make_amc,0.0
cat__make_fiat,0.0
cat__make_chevy,0.0
cat__make_cadillac,0.0
cat__make_mercedes,0.0
cat__make_international,0.0
cat__make_kia,0.0
cat__make_lincoln,0.0
cat__make_hummer,0.0
cat__make_infiniti,0.0
cat__make_honda,0.0
cat__make_freightliner,0.0
cat__make_toyota,0.0
cat__make_volvo,0.0
cat__make_vw,0.0
cat__make_suzuki,0.0
cat__make_mitsubishi,0.0
cat__make_pontiac,0.0
cat__make_mercury,0.0
cat__make_mercedes benz,0.0
cat__make_jaguar,-0.11203627608952046
cat__make_mazda,-0.17346931720881004
cat__make_volkswagen,-0.2011115543034066
cat__make_buick,-0.715433959035272
num__transmission,-2.361641363098033
cat__make_audi,-2.543512189797093
num__title_status,-8.166207119698402
cat__make_jeep,-15.62729871025831
