feature,importances_mean
num__mileage_num,5247.580409191049
num__cylinders_num,575.6940480673022
cat__make_chevrolet,321.44158512565116
num__condition,290.17960673159735
num__year_num,276.9523110012147
cat__make_dodge,133.8731130219882
cat__make_subaru,97.70344379065959
num__fuel,90.84297965804758
cat__make_land rover,88.70002781056132
cat__make_ford,69.0911140525433
cat__make_nissan,47.395786743853066
cat__make_hyundai,29.335851092379517
cat__make_chrysler,22.99241011766994
num__transmission,18.97343378429041
cat__make_bmw,6.642450108618505
cat__make_jaguar,4.815329983974289
cat__make_volkswagen,3.102364308729102
cat__make_jeep,3.048927837821566
cat__make_audi,2.5137313844598337
num__title_status,2.494052773007297
cat__make_gmc,1.4325197715892046
cat__make_tesla,0.2577904904299885
cat__make_honda,0.0
cat__make_freightliner,0.0
cat__make_chevy,0.0
cat__make_fiat,0.0
cat__make_amc,0.0
cat__make_acura,0.0
cat__make_buick,0.0
cat__make_cadillac,0.0
cat__make_lincoln,0.0
cat__make_maserati,0.0
cat__make_mazda,0.0
cat__make_mercedes,0.0
cat__make_international,0.0
cat__make_infiniti,0.0
cat__make_hummer,0.0
cat__make_kia,0.0
cat__make_saturn,0.0
cat__make_saab,0.0
cat__make_mercedes benz,0.0
cat__make_mercedez-benz,0.0
cat__make_pontiac,0.0
cat__make_mercury,0.0
cat__make_mini,0.0
cat__make_mitsubishi,0.0
cat__make_suzuki,0.0
cat__make_toyota,0.0
cat__make_ram,0.0
cat__make_scion,0.0
cat__make_volvo,0.0
cat__make_vw,0.0
cat__make_lexus,-0.7995553614228357
cat__make_mercedes-benz,-3.841432913036442
