feature,importances_mean
num__mileage_num,3634.572610088463
num__year_num,562.0677459714325
num__cylinders_num,487.4149407075802
cat__make_dodge,366.04643152645576
num__condition,357.42678369437726
cat__make_nissan,127.14731271322516
num__fuel,87.74981365138879
cat__make_subaru,79.65386751517758
cat__make_chevrolet,55.46466924756123
cat__make_ford,47.599589625595264
cat__make_tesla,20.426518200171813
cat__make_chrysler,14.314729596239022
cat__make_hyundai,6.639466076633698
cat__make_bmw,5.5207606243004195
cat__make_lexus,2.5616269561958234
cat__make_audi,2.4327425174491055
cat__make_mercedes-benz,0.048787960718573234
cat__make_hummer,0.0
cat__make_chevy,0.0
cat__make_freightliner,0.0
cat__make_acura,0.0
cat__make_gmc,0.0
cat__make_amc,0.0
num__title_status,0.0
cat__make_cadillac,0.0
cat__make_mercedez-benz,0.0
cat__make_mercedes benz,0.0
cat__make_honda,0.0
cat__make_hyandia,0.0
cat__make_fiat,0.0
cat__make_jaguar,0.0
cat__make_hyundia,0.0
cat__make_infiniti,0.0
cat__make_land rover,0.0
cat__make_kia,0.0
cat__make_maserati,0.0
cat__make_lincoln,0.0
cat__make_mazda,0.0
cat__make_jeep,0.0
cat__make_infinity,0.0
cat__make_international,0.0
cat__make_saturn,0.0
cat__make_saab,0.0
cat__make_mercedes,0.0
cat__make_mercury,0.0
cat__make_pontiac,0.0
cat__make_ram,0.0
cat__make_mini,0.0
cat__make_mitsubishi,0.0
cat__make_toyota,0.0
cat__make_volkswagen,0.0
cat__make_scion,0.0
cat__make_suzuki,0.0
cat__make_volvo,0.0
cat__make_vw,0.0
cat__make_buick,-0.3627551196052991
num__transmission,-10.65516135656576
