feature,importances_mean
num__mileage_num,3879.8381622174807
num__year_num,506.03495341830114
num__condition,417.7363043925544
cat__make_chevrolet,311.4847932875591
num__cylinders_num,304.7296778000963
cat__make_subaru,21.808605692880974
cat__make_nissan,11.626299653537036
cat__make_volkswagen,11.626299653534488
cat__make_acura,11.626299653526075
cat__make_dodge,10.904302846439396
num__fuel,10.904302846435348
cat__make_cadillac,5.813149826769859
cat__make_mitsubishi,5.813149826768449
cat__make_hyundai,5.813149826765448
cat__make_ram,5.813149826755352
cat__make_toyota,5.091153019669082
cat__make_mercedes benz,5.091153019668082
cat__make_audi,7.23048287909478e-12
cat__make_vw,5.184119800105691e-12
cat__make_lexus,4.092726157978177e-13
cat__make_scion,0.0
cat__make_mercury,0.0
cat__make_pontiac,0.0
cat__make_lincoln,0.0
cat__make_maserati,0.0
cat__make_mercedes,0.0
cat__make_hummer,0.0
cat__make_amc,0.0
cat__make_suzuki,0.0
cat__make_international,0.0
cat__make_freightliner,0.0
cat__make_buick,-4.5474735088646414e-14
cat__make_volvo,-1.3642420526593923e-13
cat__make_infiniti,-1.3642420526593923e-13
cat__make_land rover,-1.3642420526593923e-13
cat__make_kia,-6.821210263296962e-13
cat__make_mazda,-7.275957614183426e-13
cat__make_mercedes-benz,-8.185452315956354e-13
cat__make_tesla,-9.094947017729282e-13
cat__make_jaguar,-9.094947017729282e-13
cat__make_fiat,-1.0004441719502211e-12
cat__make_jeep,-3.2741809263825417e-12
cat__make_ford,-9.413270163349807e-12
cat__make_chrysler,-1.787157088983804e-11
cat__make_gmc,-0.7219968070980031
cat__make_honda,-0.7219968070994127
cat__make_saab,-0.7219968071035054
cat__make_bmw,-1.443993614205374
num__title_status,-1.9999657848139578
cat__make_chevy,-2.1659904212945094
num__transmission,-47.707654078290986
