feature,importances_mean
num__mileage_num,4618.039645594416
num__cylinders_num,295.943138881617
num__year_num,259.7221210161689
num__condition,191.63836775313604
cat__make_dodge,163.2495213846913
cat__make_subaru,102.75323006212275
num__fuel,102.51074876801586
cat__make_ford,100.52318345022404
cat__make_chevrolet,84.81796048024162
cat__make_land rover,78.16581256107266
num__transmission,32.06160973640781
cat__make_bmw,23.0255899406518
cat__make_nissan,20.45238394269554
cat__make_hyundai,20.261554060550587
cat__make_chrysler,12.908383998297722
cat__make_mercedes-benz,5.767234391365173
cat__make_tesla,2.183442598053625
cat__make_gmc,0.16933314642601544
cat__make_buick,0.06938269104748543
cat__make_volkswagen,0.04532725191315876
cat__make_chevy,0.0
cat__make_hummer,0.0
cat__make_freightliner,0.0
cat__make_acura,0.0
cat__make_amc,0.0
cat__make_suzuki,0.0
cat__make_saturn,0.0
cat__make_honda,0.0
cat__make_hyandia,0.0
cat__make_fiat,0.0
cat__make_cadillac,0.0
cat__make_international,0.0
cat__make_hyundia,0.0
cat__make_mercedes,0.0
cat__make_mercedes benz,0.0
cat__make_mercedez-benz,0.0
cat__make_maserati,0.0
cat__make_kia,0.0
cat__make_mazda,0.0
cat__make_lincoln,0.0
cat__make_infiniti,0.0
cat__make_volvo,0.0
cat__make_toyota,0.0
cat__make_saab,0.0
cat__make_mercury,0.0
cat__make_porsche,0.0
cat__make_mini,0.0
cat__make_mitsubishi,0.0
cat__make_pontiac,0.0
cat__make_vw,0.0
cat__make_scion,0.0
cat__make_audi,-1.2157212409803377
cat__make_ram,-1.8479712579447096
num__title_status,-2.045183038569121
cat__make_lexus,-8.731307630554829
cat__make_jeep,-25.35408821195683
cat__make_jaguar,-113.4238855796597
