feature,importances_mean
num__mileage_num,5353.117770771916
num__cylinders_num,472.6228550566137
num__year_num,312.24035801915977
num__condition,214.4746547812461
cat__make_land rover,124.69621087634145
num__fuel,124.02667860764896
cat__make_chevrolet,119.9799761736841
cat__make_dodge,110.71290712708192
cat__make_subaru,100.50936084363266
cat__make_ford,96.77536055645359
cat__make_chrysler,94.3083923717239
cat__make_nissan,56.99409816728826
cat__make_lexus,20.47536501279992
cat__make_tesla,11.984061371852203
num__transmission,8.605746345292436
cat__make_jaguar,8.475374927979875
cat__make_audi,6.354065533286712
cat__make_hyundai,6.192432529568578
cat__make_volkswagen,4.980999200348242
cat__make_ram,2.1559628760525813
cat__make_gmc,1.2900125554820534
cat__make_mercedes-benz,1.2394147249539855
cat__make_jeep,0.3009106583140692
cat__make_volvo,0.2009307597840234
cat__make_buick,0.005504569687718686
cat__make_cadillac,0.0
cat__make_acura,0.0
cat__make_chevy,0.0
cat__make_fiat,0.0
cat__make_mercedes benz,0.0
cat__make_mercedes,0.0
cat__make_honda,0.0
cat__make_freightliner,0.0
cat__make_infiniti,0.0
cat__make_hyandia,0.0
cat__make_hyundia,0.0
cat__make_hummer,0.0
cat__make_saab,0.0
cat__make_pontiac,0.0
cat__make_mazda,0.0
cat__make_maserati,0.0
cat__make_lincoln,0.0
cat__make_kia,0.0
cat__make_international,0.0
cat__make_mercury,0.0
cat__make_suzuki,0.0
cat__make_scion,0.0
cat__make_mini,0.0
cat__make_mitsubishi,0.0
cat__make_toyota,0.0
cat__make_vw,0.0
cat__make_bmw,-8.643750158041211
num__title_status,-36.38574842605781
